clip	duration[ms]
common_voice_fa_41643275.mp3	2520
common_voice_fa_41480297.mp3	1440
common_voice_fa_41520481.mp3	4104
common_voice_fa_41896523.mp3	1800
common_voice_fa_41505042.mp3	3600
common_voice_fa_41434504.mp3	4500
common_voice_fa_41587767.mp3	5400
common_voice_fa_41506017.mp3	3276
common_voice_fa_41549491.mp3	3096
common_voice_fa_41659195.mp3	5868
common_voice_fa_41504542.mp3	3744
common_voice_fa_41509988.mp3	6372
common_voice_fa_41551185.mp3	3672
common_voice_fa_41520443.mp3	2844
common_voice_fa_41598956.mp3	3960
common_voice_fa_41680151.mp3	3384
common_voice_fa_41504661.mp3	4068
common_voice_fa_41507931.mp3	3384
common_voice_fa_41510088.mp3	3456
common_voice_fa_41681449.mp3	3132
common_voice_fa_41643296.mp3	6372
common_voice_fa_41507794.mp3	3924
common_voice_fa_41507620.mp3	4140
common_voice_fa_41896520.mp3	3960
common_voice_fa_41595980.mp3	2376
common_voice_fa_41505475.mp3	2592
common_voice_fa_41507611.mp3	3852
common_voice_fa_41507658.mp3	1980
common_voice_fa_41505292.mp3	2880
common_voice_fa_41550920.mp3	3348
common_voice_fa_41505458.mp3	3708
common_voice_fa_41504564.mp3	1944
common_voice_fa_41504620.mp3	3060
common_voice_fa_41550951.mp3	3096
common_voice_fa_41716446.mp3	2700
common_voice_fa_41520446.mp3	4176
common_voice_fa_41659420.mp3	3384
common_voice_fa_41512743.mp3	2592
common_voice_fa_41507998.mp3	2232
common_voice_fa_41549498.mp3	3600
common_voice_fa_41614957.mp3	5076
common_voice_fa_41633041.mp3	4608
common_voice_fa_41508036.mp3	2808
common_voice_fa_41507223.mp3	4752
common_voice_fa_41479536.mp3	2376
common_voice_fa_41510756.mp3	3528
common_voice_fa_41658726.mp3	1908
common_voice_fa_41877532.mp3	4392
common_voice_fa_41507905.mp3	3960
common_voice_fa_41612516.mp3	4320
common_voice_fa_41506018.mp3	2160
common_voice_fa_41551009.mp3	4068
common_voice_fa_41655588.mp3	6048
common_voice_fa_41504831.mp3	3420
common_voice_fa_41551211.mp3	3924
common_voice_fa_41612441.mp3	3996
common_voice_fa_41615158.mp3	3096
common_voice_fa_41615151.mp3	1836
common_voice_fa_41507955.mp3	2556
common_voice_fa_41599651.mp3	1980
common_voice_fa_41520464.mp3	6912
common_voice_fa_41599541.mp3	3816
common_voice_fa_41602867.mp3	1908
common_voice_fa_41614888.mp3	3096
common_voice_fa_41511328.mp3	2340
common_voice_fa_41826264.mp3	2268
common_voice_fa_41680213.mp3	3456
common_voice_fa_41516866.mp3	4500
common_voice_fa_41519041.mp3	5256
common_voice_fa_41681454.mp3	7020
common_voice_fa_41588883.mp3	2736
common_voice_fa_41504536.mp3	2304
common_voice_fa_41480258.mp3	2880
common_voice_fa_41363168.mp3	2484
common_voice_fa_41795256.mp3	2736
common_voice_fa_41570276.mp3	4752
common_voice_fa_41680376.mp3	2736
common_voice_fa_41549483.mp3	3636
common_voice_fa_41510032.mp3	1908
common_voice_fa_41794707.mp3	2376
common_voice_fa_41659425.mp3	5832
common_voice_fa_41505238.mp3	5328
common_voice_fa_41598945.mp3	5040
common_voice_fa_41505528.mp3	2808
common_voice_fa_41605500.mp3	3348
common_voice_fa_41658724.mp3	3312
common_voice_fa_41588882.mp3	2808
common_voice_fa_41665625.mp3	4248
common_voice_fa_41736215.mp3	3564
common_voice_fa_41504533.mp3	2448
common_voice_fa_41805893.mp3	3168
common_voice_fa_41509986.mp3	4320
common_voice_fa_41517022.mp3	5544
common_voice_fa_41474830.mp3	4176
common_voice_fa_41633483.mp3	2124
common_voice_fa_41480253.mp3	3600
common_voice_fa_41504485.mp3	3996
common_voice_fa_41516970.mp3	2736
common_voice_fa_41517026.mp3	3492
common_voice_fa_41627482.mp3	3600
common_voice_fa_41643289.mp3	2592
common_voice_fa_41504520.mp3	1872
common_voice_fa_41512342.mp3	2124
common_voice_fa_41511480.mp3	2304
common_voice_fa_41820397.mp3	2088
common_voice_fa_41505106.mp3	2556
common_voice_fa_41479526.mp3	2016
common_voice_fa_41614944.mp3	3240
common_voice_fa_41620619.mp3	3960
common_voice_fa_41504600.mp3	3492
common_voice_fa_41507499.mp3	5076
common_voice_fa_41511561.mp3	4788
common_voice_fa_41635932.mp3	3276
common_voice_fa_41507438.mp3	3708
common_voice_fa_41635789.mp3	2124
common_voice_fa_41680180.mp3	3456
common_voice_fa_41479571.mp3	1440
common_voice_fa_41820307.mp3	1836
common_voice_fa_41612471.mp3	3168
common_voice_fa_41588887.mp3	2988
common_voice_fa_41570281.mp3	3024
common_voice_fa_41505632.mp3	3312
common_voice_fa_41595996.mp3	2196
common_voice_fa_41614908.mp3	4068
common_voice_fa_41704298.mp3	6444
common_voice_fa_41507922.mp3	5076
common_voice_fa_41420459.mp3	4032
common_voice_fa_41704105.mp3	2916
common_voice_fa_41434302.mp3	4536
common_voice_fa_41601525.mp3	2052
common_voice_fa_41550911.mp3	2592
common_voice_fa_41550981.mp3	3888
common_voice_fa_41685927.mp3	3564
common_voice_fa_41512735.mp3	4032
common_voice_fa_41876315.mp3	1872
common_voice_fa_41622188.mp3	2772
common_voice_fa_41551076.mp3	3204
common_voice_fa_41599649.mp3	5688
common_voice_fa_41700132.mp3	3744
common_voice_fa_41510696.mp3	5328
common_voice_fa_41700180.mp3	3096
common_voice_fa_41659198.mp3	2376
common_voice_fa_41633071.mp3	3996
common_voice_fa_41505297.mp3	2196
common_voice_fa_41504432.mp3	3816
common_voice_fa_41507960.mp3	2916
common_voice_fa_41551202.mp3	2520
common_voice_fa_41649392.mp3	3780
common_voice_fa_41510799.mp3	5112
common_voice_fa_41504535.mp3	1764
common_voice_fa_41633073.mp3	2844
common_voice_fa_41511527.mp3	3744
common_voice_fa_41794748.mp3	2772
common_voice_fa_41504960.mp3	1476
common_voice_fa_41679807.mp3	3168
common_voice_fa_41504985.mp3	2520
common_voice_fa_41602523.mp3	2268
common_voice_fa_41505248.mp3	3456
common_voice_fa_41587710.mp3	2916
common_voice_fa_41794706.mp3	2556
common_voice_fa_41508051.mp3	4536
common_voice_fa_41505201.mp3	2628
common_voice_fa_41551036.mp3	4428
common_voice_fa_41649363.mp3	4680
common_voice_fa_41656089.mp3	3888
common_voice_fa_41480320.mp3	1944
common_voice_fa_41507612.mp3	2520
common_voice_fa_41673391.mp3	2088
common_voice_fa_41480293.mp3	2124
common_voice_fa_41505344.mp3	2412
common_voice_fa_41716398.mp3	2484
common_voice_fa_41505601.mp3	2772
common_voice_fa_41507221.mp3	3276
common_voice_fa_41511477.mp3	2844
common_voice_fa_41510805.mp3	3996
common_voice_fa_41505659.mp3	3888
common_voice_fa_41717835.mp3	3420
common_voice_fa_41624226.mp3	3996
common_voice_fa_41622219.mp3	3420
common_voice_fa_41612301.mp3	1908
common_voice_fa_41516980.mp3	2592
common_voice_fa_41505611.mp3	2736
common_voice_fa_41602891.mp3	3060
common_voice_fa_41504684.mp3	2268
common_voice_fa_41363203.mp3	4284
common_voice_fa_41507693.mp3	2268
common_voice_fa_41699290.mp3	4212
common_voice_fa_41648776.mp3	5400
common_voice_fa_41820377.mp3	2340
common_voice_fa_41510095.mp3	5580
common_voice_fa_41599658.mp3	2376
common_voice_fa_41505490.mp3	1728
common_voice_fa_41624116.mp3	5580
common_voice_fa_41507597.mp3	2268
common_voice_fa_41507293.mp3	3960
common_voice_fa_41519050.mp3	6120
common_voice_fa_41588770.mp3	2448
common_voice_fa_41504470.mp3	1764
common_voice_fa_41508043.mp3	2196
common_voice_fa_41480234.mp3	1872
common_voice_fa_41612476.mp3	2448
common_voice_fa_41673394.mp3	3456
common_voice_fa_41612246.mp3	4968
common_voice_fa_41595510.mp3	4248
common_voice_fa_41716397.mp3	2196
common_voice_fa_41588859.mp3	2376
common_voice_fa_41704290.mp3	7056
common_voice_fa_41504728.mp3	3528
common_voice_fa_41505621.mp3	3096
common_voice_fa_41685929.mp3	3564
common_voice_fa_41659409.mp3	2412
common_voice_fa_41648772.mp3	3528
common_voice_fa_41505671.mp3	3348
common_voice_fa_41795310.mp3	2592
common_voice_fa_41512322.mp3	3132
common_voice_fa_41504573.mp3	5652
common_voice_fa_41505272.mp3	2232
common_voice_fa_41508049.mp3	2304
common_voice_fa_41602889.mp3	2808
common_voice_fa_41665592.mp3	3456
common_voice_fa_41475640.mp3	3996
common_voice_fa_41505311.mp3	4608
common_voice_fa_41506084.mp3	2808
common_voice_fa_41622259.mp3	6696
common_voice_fa_41505417.mp3	3132
common_voice_fa_41505343.mp3	2412
common_voice_fa_41878185.mp3	3456
common_voice_fa_41505409.mp3	2340
common_voice_fa_41507723.mp3	2556
common_voice_fa_41643255.mp3	2376
common_voice_fa_41504683.mp3	1476
common_voice_fa_41627226.mp3	3816
common_voice_fa_41795313.mp3	3456
common_voice_fa_41612442.mp3	2988
common_voice_fa_41643295.mp3	5472
common_voice_fa_41813405.mp3	3996
common_voice_fa_41511479.mp3	3996
common_voice_fa_41665626.mp3	3816
common_voice_fa_41612314.mp3	2196
common_voice_fa_41603414.mp3	3708
common_voice_fa_41505495.mp3	2448
common_voice_fa_41505080.mp3	2952
common_voice_fa_41511802.mp3	5652
common_voice_fa_41504467.mp3	3060
common_voice_fa_41510034.mp3	4140
common_voice_fa_41527981.mp3	4896
common_voice_fa_41507523.mp3	5256
common_voice_fa_41598944.mp3	1908
common_voice_fa_41527997.mp3	4248
common_voice_fa_41603900.mp3	2520
common_voice_fa_41716330.mp3	2520
common_voice_fa_41673393.mp3	2916
common_voice_fa_41551199.mp3	2772
common_voice_fa_41624144.mp3	4572
common_voice_fa_41602840.mp3	2160
common_voice_fa_41659435.mp3	3600
common_voice_fa_41601504.mp3	3168
common_voice_fa_41633476.mp3	2952
common_voice_fa_41504606.mp3	1728
common_voice_fa_41680153.mp3	6948
common_voice_fa_41504568.mp3	3420
common_voice_fa_41517014.mp3	5436
common_voice_fa_41510715.mp3	2160
common_voice_fa_41659173.mp3	4356
common_voice_fa_41627474.mp3	3852
common_voice_fa_41610855.mp3	2232
common_voice_fa_41673381.mp3	2556
common_voice_fa_41507847.mp3	3780
common_voice_fa_41508031.mp3	3348
common_voice_fa_41587720.mp3	3528
common_voice_fa_41612474.mp3	4608
common_voice_fa_41602845.mp3	3600
common_voice_fa_41507180.mp3	5400
common_voice_fa_41479569.mp3	1548
common_voice_fa_41610852.mp3	3276
common_voice_fa_41420512.mp3	2952
common_voice_fa_41363174.mp3	3276
common_voice_fa_41511239.mp3	2988
common_voice_fa_41507062.mp3	5760
common_voice_fa_41690081.mp3	3672
common_voice_fa_41505553.mp3	1980
common_voice_fa_41508330.mp3	3240
common_voice_fa_41622092.mp3	4896
common_voice_fa_41588938.mp3	3780
common_voice_fa_41480259.mp3	2160
common_voice_fa_41504821.mp3	2088
common_voice_fa_41599669.mp3	4104
common_voice_fa_41505438.mp3	2232
common_voice_fa_41603411.mp3	2700
common_voice_fa_41704302.mp3	2808
common_voice_fa_41612472.mp3	3096
common_voice_fa_41633490.mp3	3672
common_voice_fa_41602507.mp3	5076
common_voice_fa_41434510.mp3	5760
common_voice_fa_41820306.mp3	2808
common_voice_fa_41603891.mp3	3060
common_voice_fa_41510735.mp3	4716
common_voice_fa_41504828.mp3	2988
common_voice_fa_41504447.mp3	4104
common_voice_fa_41599532.mp3	3240
common_voice_fa_41805900.mp3	2196
common_voice_fa_41507706.mp3	2304
common_voice_fa_41602823.mp3	2016
common_voice_fa_41505630.mp3	4464
common_voice_fa_41507871.mp3	3996
common_voice_fa_41704311.mp3	5004
common_voice_fa_41614922.mp3	4320
common_voice_fa_41633501.mp3	3852
common_voice_fa_41516944.mp3	4248
common_voice_fa_41550925.mp3	3240
common_voice_fa_41505363.mp3	3096
common_voice_fa_41479542.mp3	1404
common_voice_fa_41507599.mp3	4212
common_voice_fa_41505439.mp3	3024
common_voice_fa_41420492.mp3	3096
common_voice_fa_41704310.mp3	4788
common_voice_fa_41511779.mp3	4068
common_voice_fa_41551143.mp3	3060
common_voice_fa_41622559.mp3	4608
common_voice_fa_41505270.mp3	2052
common_voice_fa_41603425.mp3	3096
common_voice_fa_41595977.mp3	5508
common_voice_fa_41612459.mp3	1980
common_voice_fa_41505575.mp3	3096
common_voice_fa_41612409.mp3	1908
common_voice_fa_41602884.mp3	2088
common_voice_fa_41507829.mp3	6552
common_voice_fa_41505320.mp3	6156
common_voice_fa_41598949.mp3	4068
common_voice_fa_41612509.mp3	3060
common_voice_fa_41527984.mp3	3384
common_voice_fa_41507738.mp3	2124
common_voice_fa_41510050.mp3	2844
common_voice_fa_41659408.mp3	2052
common_voice_fa_41505116.mp3	2448
common_voice_fa_41685930.mp3	2736
common_voice_fa_41595508.mp3	3816
common_voice_fa_41679791.mp3	3564
common_voice_fa_41805909.mp3	2988
common_voice_fa_41508550.mp3	1908
common_voice_fa_41863252.mp3	4428
common_voice_fa_41633060.mp3	5472
common_voice_fa_41820309.mp3	2268
common_voice_fa_41506031.mp3	2052
common_voice_fa_41591611.mp3	2340
common_voice_fa_41507739.mp3	2556
common_voice_fa_41675096.mp3	3240
common_voice_fa_41700163.mp3	3672
common_voice_fa_41480308.mp3	2412
common_voice_fa_41479532.mp3	2412
common_voice_fa_41612579.mp3	2916
common_voice_fa_41479557.mp3	3780
common_voice_fa_41673356.mp3	2196
common_voice_fa_41680125.mp3	3780
common_voice_fa_41635897.mp3	3492
common_voice_fa_41612424.mp3	2880
common_voice_fa_41516910.mp3	3888
common_voice_fa_41805892.mp3	3348
common_voice_fa_41480255.mp3	2844
common_voice_fa_41643250.mp3	2232
common_voice_fa_41505514.mp3	2376
common_voice_fa_41659174.mp3	4536
common_voice_fa_41511491.mp3	4356
common_voice_fa_41680274.mp3	2988
common_voice_fa_41512308.mp3	2304
common_voice_fa_41622275.mp3	2160
common_voice_fa_41681470.mp3	5400
common_voice_fa_41603383.mp3	2268
common_voice_fa_41655675.mp3	4464
common_voice_fa_41551082.mp3	4356
common_voice_fa_41505307.mp3	2880
common_voice_fa_41551004.mp3	2988
common_voice_fa_41636358.mp3	4176
common_voice_fa_41510040.mp3	5004
common_voice_fa_41505256.mp3	2448
common_voice_fa_41509968.mp3	2340
common_voice_fa_41504792.mp3	2052
common_voice_fa_41505421.mp3	3060
common_voice_fa_41612365.mp3	2880
common_voice_fa_41679190.mp3	8136
common_voice_fa_41636363.mp3	5076
common_voice_fa_41627581.mp3	3276
common_voice_fa_41587711.mp3	4968
common_voice_fa_41510093.mp3	2556
common_voice_fa_41620615.mp3	2988
common_voice_fa_41420508.mp3	4212
common_voice_fa_41612311.mp3	2808
common_voice_fa_41549506.mp3	3132
common_voice_fa_41659473.mp3	6768
common_voice_fa_41505145.mp3	2916
common_voice_fa_41508449.mp3	5688
common_voice_fa_41511522.mp3	2808
common_voice_fa_41680199.mp3	5760
common_voice_fa_41645636.mp3	4212
common_voice_fa_41612296.mp3	5436
common_voice_fa_41505419.mp3	2268
common_voice_fa_41612539.mp3	5400
common_voice_fa_41795253.mp3	2376
common_voice_fa_41504939.mp3	3744
common_voice_fa_41612242.mp3	3996
common_voice_fa_41624167.mp3	6300
common_voice_fa_41504992.mp3	4320
common_voice_fa_41820330.mp3	1836
common_voice_fa_41504423.mp3	2196
common_voice_fa_41612604.mp3	2700
common_voice_fa_41602522.mp3	2016
common_voice_fa_41507876.mp3	4032
common_voice_fa_41520442.mp3	4860
common_voice_fa_41511445.mp3	2736
common_voice_fa_41602859.mp3	3420
common_voice_fa_41805934.mp3	2592
common_voice_fa_41504534.mp3	1944
common_voice_fa_41516940.mp3	4392
common_voice_fa_41504673.mp3	3816
common_voice_fa_41507932.mp3	1944
common_voice_fa_41612278.mp3	3060
common_voice_fa_41595497.mp3	3096
common_voice_fa_41622482.mp3	4680
common_voice_fa_41591610.mp3	1656
common_voice_fa_41507968.mp3	3636
common_voice_fa_41519048.mp3	4968
common_voice_fa_41659446.mp3	2952
common_voice_fa_41504461.mp3	2592
common_voice_fa_41551224.mp3	6372
common_voice_fa_41507782.mp3	4968
common_voice_fa_41508053.mp3	4176
common_voice_fa_41659412.mp3	3240
common_voice_fa_41699769.mp3	6840
common_voice_fa_41507822.mp3	2484
common_voice_fa_41595995.mp3	2916
common_voice_fa_41820289.mp3	2268
common_voice_fa_41700148.mp3	3024
common_voice_fa_41420509.mp3	3420
common_voice_fa_41504640.mp3	4248
common_voice_fa_41505552.mp3	3204
common_voice_fa_41504973.mp3	2880
common_voice_fa_41507785.mp3	2520
common_voice_fa_41517036.mp3	6840
common_voice_fa_41510800.mp3	4392
common_voice_fa_41635822.mp3	3060
common_voice_fa_41622090.mp3	4500
common_voice_fa_41516854.mp3	2448
common_voice_fa_41510814.mp3	2196
common_voice_fa_41595543.mp3	2376
common_voice_fa_41599662.mp3	3456
common_voice_fa_41511311.mp3	3960
common_voice_fa_41655674.mp3	2880
common_voice_fa_41512379.mp3	3744
common_voice_fa_41612417.mp3	2016
common_voice_fa_41717837.mp3	3060
common_voice_fa_41588845.mp3	2988
common_voice_fa_41504949.mp3	1764
common_voice_fa_41504532.mp3	2340
common_voice_fa_41363166.mp3	4428
common_voice_fa_41614913.mp3	2880
common_voice_fa_41527994.mp3	5040
common_voice_fa_41505870.mp3	2268
common_voice_fa_41507892.mp3	2844
common_voice_fa_41876312.mp3	1980
common_voice_fa_41507073.mp3	3492
common_voice_fa_41633059.mp3	3312
common_voice_fa_41700129.mp3	2916
common_voice_fa_41519062.mp3	6120
common_voice_fa_41505689.mp3	2736
common_voice_fa_41505522.mp3	1980
common_voice_fa_41505079.mp3	3420
common_voice_fa_41601492.mp3	3852
common_voice_fa_41504644.mp3	4104
common_voice_fa_41505060.mp3	2880
common_voice_fa_41504505.mp3	3672
common_voice_fa_41504595.mp3	4104
common_voice_fa_41506008.mp3	2736
common_voice_fa_41875856.mp3	3168
common_voice_fa_41507953.mp3	3312
common_voice_fa_41649407.mp3	2844
common_voice_fa_41505619.mp3	2556
common_voice_fa_41507181.mp3	4212
common_voice_fa_41643232.mp3	3852
common_voice_fa_41673318.mp3	2376
common_voice_fa_41511441.mp3	2232
common_voice_fa_41679668.mp3	4500
common_voice_fa_41550926.mp3	2484
common_voice_fa_41505472.mp3	1980
common_voice_fa_41511458.mp3	2700
common_voice_fa_41699295.mp3	2916
common_voice_fa_41511760.mp3	5004
common_voice_fa_41614905.mp3	6120
common_voice_fa_41587705.mp3	2088
common_voice_fa_41627348.mp3	2484
common_voice_fa_41505414.mp3	2736
common_voice_fa_41505383.mp3	2052
common_voice_fa_41512216.mp3	1728
common_voice_fa_41504651.mp3	3384
common_voice_fa_41507861.mp3	5220
common_voice_fa_41643272.mp3	1764
common_voice_fa_41822184.mp3	2196
common_voice_fa_41507969.mp3	3348
common_voice_fa_41699826.mp3	4716
common_voice_fa_41514441.mp3	5976
common_voice_fa_41591608.mp3	2268
common_voice_fa_41820416.mp3	2196
common_voice_fa_41504500.mp3	1584
common_voice_fa_41633475.mp3	2304
common_voice_fa_41588897.mp3	1800
common_voice_fa_41615101.mp3	3168
common_voice_fa_41612521.mp3	3420
common_voice_fa_41633491.mp3	3636
common_voice_fa_41643258.mp3	1764
common_voice_fa_41512284.mp3	3276
common_voice_fa_41587697.mp3	3420
common_voice_fa_41507060.mp3	2412
common_voice_fa_41635793.mp3	3312
common_voice_fa_41587728.mp3	3168
common_voice_fa_41504698.mp3	2484
common_voice_fa_41520044.mp3	3096
common_voice_fa_41612398.mp3	2628
common_voice_fa_41587715.mp3	4896
common_voice_fa_41691412.mp3	3240
common_voice_fa_41505367.mp3	2808
common_voice_fa_41602830.mp3	2916
common_voice_fa_41595969.mp3	2520
common_voice_fa_41434205.mp3	6840
common_voice_fa_41599638.mp3	2340
common_voice_fa_41551214.mp3	3024
common_voice_fa_41679743.mp3	2736
common_voice_fa_41511554.mp3	3564
common_voice_fa_41633489.mp3	2628
common_voice_fa_41505764.mp3	3780
common_voice_fa_41363169.mp3	2340
common_voice_fa_41505218.mp3	3204
common_voice_fa_41820322.mp3	2376
common_voice_fa_41504948.mp3	2340
common_voice_fa_41700145.mp3	3708
common_voice_fa_41520479.mp3	3744
common_voice_fa_41507212.mp3	5004
common_voice_fa_41612529.mp3	1908
common_voice_fa_41704313.mp3	4896
common_voice_fa_41612366.mp3	3168
common_voice_fa_41508463.mp3	5868
common_voice_fa_41507483.mp3	2556
common_voice_fa_41648779.mp3	4860
common_voice_fa_41603908.mp3	3996
common_voice_fa_41761138.mp3	11736
common_voice_fa_41704106.mp3	1800
common_voice_fa_41505094.mp3	2880
common_voice_fa_41805941.mp3	4356
common_voice_fa_41612305.mp3	2916
common_voice_fa_41605499.mp3	4824
common_voice_fa_41673310.mp3	2700
common_voice_fa_41598982.mp3	1836
common_voice_fa_41504587.mp3	4500
common_voice_fa_41551077.mp3	3132
common_voice_fa_41507621.mp3	4968
common_voice_fa_41700182.mp3	4356
common_voice_fa_41507961.mp3	4824
common_voice_fa_41508393.mp3	4428
common_voice_fa_41680170.mp3	3168
common_voice_fa_41519065.mp3	3456
common_voice_fa_41475631.mp3	5148
common_voice_fa_41507449.mp3	5544
common_voice_fa_41699247.mp3	3420
common_voice_fa_41896521.mp3	3456
common_voice_fa_41517053.mp3	3312
common_voice_fa_41504986.mp3	1800
common_voice_fa_41587742.mp3	2736
common_voice_fa_41643287.mp3	4320
common_voice_fa_41699338.mp3	2844
common_voice_fa_41511243.mp3	6696
common_voice_fa_41655679.mp3	3420
common_voice_fa_41658725.mp3	4140
common_voice_fa_41681447.mp3	4932
common_voice_fa_41517039.mp3	4248
common_voice_fa_41508447.mp3	5328
common_voice_fa_41588871.mp3	2160
common_voice_fa_41504645.mp3	1800
common_voice_fa_41510717.mp3	2664
common_voice_fa_41876302.mp3	5400
common_voice_fa_41511310.mp3	3348
common_voice_fa_41420462.mp3	2412
common_voice_fa_41820366.mp3	1908
common_voice_fa_41601499.mp3	5220
common_voice_fa_41551210.mp3	7200
common_voice_fa_41659441.mp3	1836
common_voice_fa_41512301.mp3	3060
common_voice_fa_41505614.mp3	2556
common_voice_fa_41655656.mp3	5112
common_voice_fa_41434511.mp3	2808
common_voice_fa_41587722.mp3	3276
common_voice_fa_41907815.mp3	2268
common_voice_fa_41420440.mp3	2196
common_voice_fa_41614962.mp3	3816
common_voice_fa_41508199.mp3	4464
common_voice_fa_41679740.mp3	3780
common_voice_fa_41504841.mp3	2376
common_voice_fa_41505345.mp3	1872
common_voice_fa_41505467.mp3	2952
common_voice_fa_41612575.mp3	3420
common_voice_fa_41622545.mp3	3492
common_voice_fa_41504678.mp3	4392
common_voice_fa_41505441.mp3	4068
common_voice_fa_41679667.mp3	3564
common_voice_fa_41508022.mp3	3708
common_voice_fa_41507895.mp3	4680
common_voice_fa_41643340.mp3	2628
common_voice_fa_41602512.mp3	2376
common_voice_fa_41505214.mp3	3528
common_voice_fa_41826262.mp3	3996
common_voice_fa_41527976.mp3	2772
common_voice_fa_41511334.mp3	4860
common_voice_fa_41624103.mp3	5112
common_voice_fa_41507831.mp3	3348
common_voice_fa_41507554.mp3	2484
common_voice_fa_41516987.mp3	4284
common_voice_fa_41506067.mp3	2484
common_voice_fa_41420448.mp3	2052
common_voice_fa_41622474.mp3	2412
common_voice_fa_41603384.mp3	5040
common_voice_fa_41505059.mp3	2376
common_voice_fa_41504714.mp3	3564
common_voice_fa_41679732.mp3	3528
common_voice_fa_41794744.mp3	2448
common_voice_fa_41704111.mp3	3456
common_voice_fa_41507302.mp3	3276
common_voice_fa_41673332.mp3	2520
common_voice_fa_41504428.mp3	2304
common_voice_fa_41505945.mp3	3132
common_voice_fa_41679819.mp3	6624
common_voice_fa_41587714.mp3	4320
common_voice_fa_41612283.mp3	3816
common_voice_fa_41510749.mp3	2844
common_voice_fa_41627297.mp3	3708
common_voice_fa_41510810.mp3	3132
common_voice_fa_41636101.mp3	3708
common_voice_fa_41505284.mp3	2628
common_voice_fa_41704287.mp3	5724
common_voice_fa_41679649.mp3	4392
common_voice_fa_41599525.mp3	4140
common_voice_fa_41633044.mp3	4608
common_voice_fa_41420443.mp3	2160
common_voice_fa_41549460.mp3	3924
common_voice_fa_41505535.mp3	2160
common_voice_fa_41510739.mp3	3096
common_voice_fa_41514445.mp3	2844
common_voice_fa_41612369.mp3	2916
common_voice_fa_41504627.mp3	5868
common_voice_fa_41505378.mp3	3132
