client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
ec34f85371c2987b8a023fa67780c05e56f5868a157f017d962fec4d783d7d24b97f74b7d3f77cc75d15d00cee4e65097f9c200662278500a0f6899b91834521	common_voice_fa_41350927.mp3	0190d66c585c152359ef879b1c9ee02f83850e84507a32b0f0f007a516c05275	آب نگار		0	0					fa	
ec34f85371c2987b8a023fa67780c05e56f5868a157f017d962fec4d783d7d24b97f74b7d3f77cc75d15d00cee4e65097f9c200662278500a0f6899b91834521	common_voice_fa_41350929.mp3	0198012691c3c3ef88f5198e81874a6d47994b77a6f0420bc53f0a2f244508cc	اندیکاتور		1	0					fa	
ec34f85371c2987b8a023fa67780c05e56f5868a157f017d962fec4d783d7d24b97f74b7d3f77cc75d15d00cee4e65097f9c200662278500a0f6899b91834521	common_voice_fa_41350931.mp3	ba3d9fc12dada1784213751528fc915c9091384c4ab05c24b2cea1ed01838b25	تفشه است که ایستگاه آتشنشانی آتش گرفت!		0	0					fa	
ec34f85371c2987b8a023fa67780c05e56f5868a157f017d962fec4d783d7d24b97f74b7d3f77cc75d15d00cee4e65097f9c200662278500a0f6899b91834521	common_voice_fa_41350934.mp3	02b0daa12a725701bd5a08ea17b3f5a7d0e29d0f88cf814859be6c09aa06db27	کوچه را عوضی کردن		0	0					fa	
ec34f85371c2987b8a023fa67780c05e56f5868a157f017d962fec4d783d7d24b97f74b7d3f77cc75d15d00cee4e65097f9c200662278500a0f6899b91834521	common_voice_fa_41350936.mp3	0176ef0d222bf5372ca1a6110d2f3e0901f5a3f5e67f674ecf402367b40a78d9	دوربین دوچشمه		0	0					fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363165.mp3	d194dc16c1f36388ecc11f646e5ca34ad82482740cceaacf932cd603fe544c71	جنگ چین و ژاپن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363166.mp3	d2e8c2203398a74181c8f643a1fe22bfcf2ac406ef9f1c47d8ba0f874183f9e0	پردههایی که پایین آنها حاشیهی چیندار دارد		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363168.mp3	0305a9ac8a12f1b46a63cf41a762d01364ad704129bf1ac904f8711cf6bf0ea0	پیانو را کوک کردن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363169.mp3	016802a6cfb533cc6ee3276f009d13e48526836260a293cc2d2b1f439ae6a004	درجه زاویه		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363170.mp3	d1ef42850fe1db631ed566ac08b1ec52affd91a1f6892a40811374e740798a42	پنج ورق همخال		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363172.mp3	d13c5bb6c5c7ae5ed2ba1041e52eb9fb9d70ca6775f9da1bf53a5a0d2f979930	اشارهای کرد و پاسداران ریختند تو.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363173.mp3	d2c8888a85ddb88f50b68923c8c9b0ffdaa59e3ced81b90e80e592e5119380b6	جامعهای که فاشیسم بر آن اثر سو گذاشته است		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363174.mp3	d2bf14a39ab0f29ad7a85a10180c546886190d6cf51a91302c667e0a18173d4d	او پذیرفت که ما هم حقوقی داریم.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363176.mp3	d1df1c1cd3a192af5d4f8f94b042749d6c703e2b94f312f5fecc9635871cb139	از درد به خود پیچیدن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363178.mp3	019627cfc11aec6e07b7e6e306fdcaf3237caf4d8266276b726348a6a4f8d397	خانهٔ ییلاقی		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363179.mp3	019d53e0ca58f373ffd9d5944da8f33ec7ad77b662f329d807706659ceac4c9b	جا گیر		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363181.mp3	cf6c971797be067a6bb2e1653c447ec774cc3684b9c2aeabefb8e939f3b99fc7	آن جزیره دارای چندین گونهی بومی جالب توجه می باشد.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363191.mp3	d3cf1eccef0b6a4af7a1e94e9eeb297e0bce43443af40525bdbe22b1f87da611	زن سوگلی ماشاالله خان		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363193.mp3	d22fdc0d3d81ae55868b90ee8547de1f37337c7e0303ebd13af38e86adfe6951	آنان که از آموزش دانشگاهی برخوردارند از دیگران جلو خواهند بود.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363194.mp3	018e8d223031be97b2305fc01f1a7e90f508a7ee66e1a508387a658c98c0585f	مقیاس قدم		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363196.mp3	018e83bb74f1814d34d6fc06f5cf55f91cc91770b9f189be2742f06e131cc667	وهابی		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363197.mp3	d14906cef62c7c895652b5c24c09649da6f038f2409e836a66d173c74bc39c57	او میخواست آن خبر را به همهی جهانیان اعلام کند.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363200.mp3	d22511616bc5db83a78f56c95c6a48fcbd02a23e5f85c5276af0117299b242f6	آیا حرف بیجایی زدم؟		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363201.mp3	d32e0b1621162a7700794eb8151fd7b0dc30d354b9891816d9ab62350b694e1b	تفنگ را پایین آورد و قراول رفت.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363202.mp3	d38e22573679218e54e7acf030ed6aed1dc44760b8e5eb879383aba76b477c59	خانه به صورت مخروبه درآمده است.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363209.mp3	d0c0d34c57cdc8250196633a1bcaf15f4c57deeb3c1ff4a12c5e359c945203b6	صدای سه تیر را شنیدم که پشت سرهم شلیک شد.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363210.mp3	01811e19232b8f63ca76547dcd47927883d83819019d5eb1079fa730e87dce98	شیار سازی		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363211.mp3	01a8b16ae7576894789b23580b4cb1ce10aeed43d61b018545eab0c41fac3ae4	دهکدهٔ المپیک		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363212.mp3	d3b8250a817fe2a422d0b997efa84ea1a5d0541b72db04624078adb5b34ae344	برجست و از او دو گوش ببرید.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363213.mp3	d325407ed202f25956cd4590727654866c6fadb58989e891fd162b3678108c53	سبک نقاشی او بسیار پیچیده است.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363219.mp3	d215bf8c214d15fa60baf455525a556b70bd381804e761385f4c68f2d9cd7d91	سالها به صورت یک معما باقی ماند.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363220.mp3	ce53b2021ba80111c8d2d2289bfce43fead4d11963007f306169870db9122f80	این دامن به اندازهی کافی گشاد نیست.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363221.mp3	019fe8bd9a14cd97c9cc3f288eaecedb813888f0ed4ad836c4c62b5ca3f7c731	نام دکتر سون یاتسن در تاریخ انقلاب چین ثبت شده است.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363222.mp3	d1cdb89f48cbfe0fd64bd6a100cbf2f100ab0e869bb767565cffce2cb0adff19	افسری داشت روی تلفن با صدای بلند فرمان میداد.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41363223.mp3	d453fcc7a2a8953dcfeb6c78c463372152f7ab88e69d904d6313b5ada5f81637	حملهی آنها کاملا بدون عذر موجه بود.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420434.mp3	019907087fd6c01584b18e882bfca967d9ed03e00c3d33214f277cc56375dc3f	خوك		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420435.mp3	d2ab259b56b1e3162be4fb8302e17c73d815d84e0cb36de41d012d5c301254f9	سامانهی دوازدهگانه		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420436.mp3	018f94c7fbcf655860876ef58a5f275fa0c9e4395c7d736056dca4c0f0738f08	مجازات شدن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420437.mp3	d3a228925baa2dc9266c6a272f52be9cb63fed68ff7958e15b0d722e4ef841a5	او چشمش شور است.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420438.mp3	018b4dc9dbd69e829b693e714191bc3f6d83c543acef1ccf17c9b063cceabb8c	نیم رج		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420439.mp3	01548739085211879500bbebe07a53d2c5810ee4f2b50506887ac1189902f699	تأخیر کننده		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420440.mp3	0157d7e72397a40fbc96ceb55fdcbfc949fd4ae61c56ebebdcbc05c6fd4000f2	با مدیریت خوب		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420441.mp3	d07bef70fc9ade7abe398ff3da9f9cf97ec6b8d48e5e769af77dda4ceace7eb5	مروارید کاشته شده		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420442.mp3	d2f0fb3a0e589c4e83a76fdc6a8a49c15dedf7aef96fe0dbd7daece0cb0e48a7	حشرات شبتاب در تاریکی میدرخشیدند.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420443.mp3	d30ca313d7d4a56446da041f739a2e588a108dfa4f7f24ef7bef2d74c55dd5d5	آمادهی رفتن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420444.mp3	d2a10925ac7e75313e1fe4ad47fe5c579ff747e98d9c1f4d29e8bb4c04170e4f	برخی از سنتهایی که تقریبا دو قرن پیش ازبین رفتند		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420445.mp3	016ea7c924131d649bdc7d302da4250384311b92dfbc448690ef68ce9c04ee43	رحمانی		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420448.mp3	01940d1a5017c2d58ddd39d17a7f00b907d0aa036caa6bef1575ff91b2e2bcd2	نزار شدن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420450.mp3	d41e88ac4fd0b052ef4516bbc4e2e6c3514104e3233643b565987a9a82c6e9c8	آیا میتوانم به شما کمک کنم؟		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420460.mp3	d2d1987010b67ac240dafeb031935267652882ca45a6a7ef6b1b815b72365542	با وکیل او در نیفت!		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420462.mp3	cbf0911773ea0a760bf5a65f187a585deb1762aa57bf43a4570bb4857363443c	تیم فوتبال حرفهای		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420463.mp3	d3f84f3a6cfeccd61c4fe135ea5b6b00ad9b7b16b9b3045ffa9afb3970853b7e	راهها را باز نگهدار.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420464.mp3	01ef0a243d4a27456f3670f29e25c43b29a65a54320b1e7070033302ab5ef75b	طبق روش معمول واکنش کردن		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420465.mp3	d40b44ec77f1d5bc24084c0aa805c8ce2bf41ee9df4913155da28f4423237880	ابرهایی که همچون دیو سیاه غرش میکردند		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420467.mp3	02dbd8a291faa196caccd0a1022944dd53972bff4ede0f38f069370f6318f2e3	خودروی آتش نشانی		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420469.mp3	cde65f4d4b7faf7db17b514dd893fb7b9bc6ecb268dfbe93bef5c1f70e15588d	آن جنایت اتفاقی نبود; عمدی بود.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420488.mp3	d1f1f26907b41938ea3f6c6e63da1023c5de3b68eca2e6df59aaa81aae9c093a	انگیزههای پست و سودجویانه		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420489.mp3	d2e283498b0cc5bd8b962435e9e4615237641fa204f4d400902a4216b3d968ba	او عادت داشت هر بار ده ساعت چیز بنویسد.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420491.mp3	d40035685d15943932e98131cca10d1c4c102830adb029029422a6a7b8992f39	ارزش خرید و فروش فرشهای قدیمی کاشان		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420492.mp3	d125b302ca68bd733e64c24d4aaa2f4c0c929d66fa11413a06e2304a70c40874	امضای او پراز خط و قوس است.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420493.mp3	d41a82065da9dc69886689489fa38d6dd6377f2f7c9456c838f5624d9487f6e3	از کسی که قولهای غیرممکن میدهد پرهیز کن!		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420494.mp3	d28e953046fc1b4c3df4f42d50fbd2b29ced31ee9e57525a7a13ed76c28cf1f5	برو والا به پدرت میگویم!		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420497.mp3	d47b69093a2f12625fd5dce05b26bf5b81ad102b7669d4b93663f683ee7f8d08	چند مرد برگزیده		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420499.mp3	018a392d2fda1537d477dad16010e0ec9d2d39acdee8c1f0a47e420b840a129a	ادات استفهام		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
6bc03c5be8b519a3995218101ff47158552bb98f2b6da080f2e4d8fc882837070e46206a2a81ed657c4f6dded7e04b1ee8a46d214a544a28b243ea114fa29506	common_voice_fa_41420501.mp3	02606dc70d6f58013a98d6c1eb4151b60718bf59efa72e6584aa8c7656e4a8d2	سرماخوردگی او را انداخت.		0	0	twenties	male_masculine	ایرانی,بندرعباسی		fa	
